CONF_ACC,CONF_AEC,CONF_A_SUN,CONF_A_TEN,CONF_BIG_EAST,CONF_BIG_SKY,CONF_BIG_SOUTH,CONF_BIG_TEN,CONF_BIG_TWELVE,CONF_BIG_WEST,CONF_CAA,CONF_CUSA,CONF_GWC,CONF_HORIZON,CONF_IND,CONF_IVY,CONF_MAAC,CONF_MAC,CONF_MEAC,CONF_MID_CONT,CONF_MVC,CONF_MWC,CONF_NEC,CONF_OVC,CONF_PAC_TEN,CONF_PAC_TWELVE,CONF_PATRIOT,CONF_SEC,CONF_SOUTHERN,CONF_SOUTHLAND,CONF_SUMMIT,CONF_SUN_BELT,CONF_SWAC,CONF_WAC,CONF_WCC,SEASON,TEAMID,SCORE_MEAN,FGM_MEAN,FGA_MEAN,FGM3_MEAN,FGA3_MEAN,FTM_MEAN,FTA_MEAN,OR_MEAN,DR_MEAN,AST_MEAN,TO_MEAN,STL_MEAN,BLK_MEAN,PF_MEAN,SCORE_MEDIAN,FGM_MEDIAN,FGA_MEDIAN,FGM3_MEDIAN,FGA3_MEDIAN,FTM_MEDIAN,FTA_MEDIAN,OR_MEDIAN,DR_MEDIAN,AST_MEDIAN,TO_MEDIAN,STL_MEDIAN,BLK_MEDIAN,PF_MEDIAN,SCORE_STDDEV,FGM_STDDEV,FGA_STDDEV,FGM3_STDDEV,FGA3_STDDEV,FTM_STDDEV,FTA_STDDEV,OR_STDDEV,DR_STDDEV,AST_STDDEV,TO_STDDEV,STL_STDDEV,BLK_STDDEV,PF_STDDEV,WLOCN,WLOCH,WLOCA,WINMARGINMEDIAN,WINMARGINMEAN,LOSEMARGINMEDIAN,LOSEMARGINMEAN,WON_CONFERENCE,TOTAL_WINS,REGION
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,1355,83.366667,28.1,61.166667,10.433333,26.633333,16.733333,21.9,8.9,29.5,12.8,10.1,4.866667,2.233333,16.433333,83.5,29,61,10,27,16.5,20,8.5,29.5,13,10.5,5,2,16,12.90143891,5.241413359,7.451374974,3.607304257,5.268535945,5.476805821,6.671348964,3.294195501,4.240608329,3.986183011,4.317965725,2.177206926,1.454679346,4.231925685,5,11,8,12,14,15.5,17.333333,1,24,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,1418,75.566667,27.166667,57.5,6.666667,18.233333,14.566667,21.666667,9.733333,23.3,13.8,11.733333,7.366667,2.9,17.233333,75.5,27,57.5,7,17,13,19.5,9.5,23,14,12,7,3,18,8.274111433,2.937079672,6.295866183,2.368373915,4.248190909,5.715576611,8.099950308,3.40317631,3.592617013,3.88986298,3.236998764,1.884296951,2.040114948,3.616850702,5,11,7,9,9.913043,11,11,1,23,W
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1195,75.586207,28.206897,60.068966,5.068966,14.655172,14.103448,21.862069,11.448276,27.965517,12.896552,12,6.137931,4.034483,19.62069,77,29,59,5,14,13,20,11,28,12,11,6,4,19,10.99843248,4.828333874,8.895950258,2.724636673,5.465971734,6.258393404,8.382482329,4.740299885,4.161754077,4.490822642,4.574775514,2.721923401,2.21170206,3.658783951,1,11,4,8.5,11.8125,8,8.461538,1,16,W
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1326,77.088235,27.441176,55.588235,7.382353,17.882353,14.823529,21.029412,11.205882,23.294118,15.617647,10.176471,7.176471,3.323529,14.264706,74,26,54.5,7,17.5,14,20.5,11,24,16,9.5,7,3,14,12.14899333,6.1849827,9.705099072,3.12385451,4.662972871,6.548053528,7.883566705,5.639575605,5.557028882,5.382433279,4.041231372,3.137945506,2.357715844,3.776392591,3,20,9,18.5,18.875,8.5,8.5,1,32,W
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024,1332,75.323529,27.147059,59.441176,7.323529,21.794118,13.705882,19.176471,8.294118,22.794118,13.764706,9.647059,7.235294,3.558824,16.529412,76.5,26,60,7,20,12.5,18.5,8,22.5,13.5,9,8,3,16,9.141051581,4.335423855,6.569863164,3.012303936,4.676047369,5.802451982,7.921855401,3.280146033,5.049929009,4.207200376,3.625518584,2.499197671,1.81226764,3.586466924,4,13,6,8,9.695652,8,9.545455,1,23,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006,1137,66.310345,23,48.827586,6.034483,15.586207,14.275862,20.655172,9.310345,22.37931,14.586207,14.482759,8.724138,1.689655,17.551724,64,24,49,6,14,14,20,10,23,15,15,8,2,18,9.185016712,3.644957339,6.100755035,2.243765362,5.032162557,5.618188231,8.129645318,3.5966597,5.570418027,3.332922741,2.947404282,2.85227418,1.339067959,4.347299737,1,13,11,13,15,14,16.5,1,25,X
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1314,88.705882,31.852941,66.029412,5.529412,14.647059,19.470588,25.823529,15.705882,28.5,16.735294,14.676471,8.323529,4.588235,16.970588,90,31.5,65,6,14,19.5,25.5,16.5,29,16.5,14.5,8.5,4,17.5,11.38188196,4.874997128,8.073470567,2.135348918,4.234650399,6.523780729,7.879665412,4.041672426,5.658193351,5.100854536,4.219152522,3.843298713,2.914100033,3.849323447,5,14,13,12.5,17.375,6.5,6.5,1,32,W
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024,1447,61.689655,22,57.068966,6.896552,21.793103,10.793103,15.275862,9.37931,22.586207,12.068966,8.931034,5.827586,2.241379,15.62069,62,22,57,7,21,11,15,9,22,13,9,6,2,15,8.115696643,3.370036053,5.338077744,2.582147943,5.414130401,4.038911735,5.013528498,2.077323037,3.9597731,4.374692103,2.328872045,2.071386009,1.455413,4.178292474,0,5,9,8.5,8.857143,10,10.866667,1,14,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,1355,85.53125,30.5,58.53125,8.875,20.09375,15.65625,20.59375,6.1875,26.375,14.4375,10.8125,5.71875,2.3125,15.75,84,30,58,9,19,13.5,19.5,6,26.5,13,10,5.5,2,15,8.987390333,3.967610742,7.175155956,3.433703977,5.732529546,6.024730616,6.063424857,3.237257945,4.7161356,4.83893821,4.138236339,2.344992964,1.595103445,3.398291777,4,13,11,13.5,14.428571,13,13.25,1,28,Y
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1194,78.15625,27.90625,59.59375,9.71875,26.09375,12.625,17.59375,9.125,26.0625,14.21875,11.09375,6.5,2.53125,15.84375,76,28.5,61,9.5,25.5,13,17,10,27,14,11,6.5,2,15,11.75587534,5.157890169,7.615177411,3.039889307,5.704324237,6.084088181,7.391622894,3.0559303,4.592683529,3.250155073,3.978647635,2.423008048,1.684548011,3.672999728,3,15,11,15,15.103448,9,8.666667,1,29,W
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1285,69.285714,23.428571,51.25,5.821429,16.75,16.607143,24.464286,10.285714,25.714286,13.785714,17,5.892857,3.107143,17.107143,69,23,52.5,6,16,16,23.5,10,25.5,14,16.5,5.5,3,17,11.43048927,4.246380341,7.09525144,2.277971247,3.864606707,8.143796965,10.3833276,3.065424114,4.276179837,3.414100907,4.714045184,2.484608621,2.166056093,3.189557963,2,10,4,10,10.3125,13,13.166667,1,16,W
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1255,73.774194,26.096774,58.580645,5.677419,16.580645,15.903226,23.129032,11.83871,23.129032,12.516129,11.967742,6.935484,2.387097,18.677419,74,26,59,5,15,17,23,12,23,12,12,6,2,18,8.293409733,3.320189151,6.233106208,2.821194782,4.433013986,6.373668959,8.265357161,3.484219425,3.639981044,3.631996421,3.610021884,2.954493527,1.764037415,4.519491786,2,10,6,10.5,12.388889,6,7.384615,1,18,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,1114,66.272727,21.969697,53.121212,6.69697,16.848485,15.636364,22.515152,10.30303,22.181818,11.030303,11.636364,5.69697,2.363636,20.727273,65,22,52,6,17,16,22,10,21,11,12,6,2,20,8.661238075,3.386414476,6.436019577,3.302317822,4.874174392,5.61703979,6.305360894,3.321189998,4.578854551,3.20629116,3.080362966,2.351659627,1.43217876,4.403639972,6,8,3,8,8.882353,12.5,12.0625,1,17,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1373,76.8125,27.5625,61.125,7,18.28125,14.6875,21.5,11.71875,22.1875,14.5,11.09375,9.4375,3.59375,15.4375,76.5,27,61,8,18,13.5,20,11.5,23,15,11,9,3,15,11.25779299,4.931383984,8.746427842,2.355501433,4.55244967,6.625646685,7.910792944,3.945061216,4.169300301,3.910284261,3.846736149,3.068439832,2.013813298,3.893232333,1,13,8,13,14.181818,7.5,12.8,1,22,X
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1387,68.69697,23.121212,51.666667,6.151515,17.727273,16.30303,23.090909,9.030303,23.818182,12.878788,11.484848,7.484848,3.151515,17.363636,67,22,52,5,17,17,24,9,25,13,11,7,3,18,7.7801223,3.990281694,7.573253396,2.63535121,5.608435165,5.587289414,7.116721647,3.644215005,3.940610232,3.208948114,3.589230558,3.345904362,1.787477552,4.449846739,4,17,6,14,14.925926,10.5,9,1,27,Y
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1436,67.793103,24.827586,55.862069,5.275862,15.482759,12.862069,19.551724,12.965517,25.724138,14.206897,14.068966,6.862069,2.965517,15.896552,65,23,58,5,15,12,18,12,26,13,14,6,3,16,11.99517553,5.298712579,7.064620797,1.962078999,5.943908563,5.111081392,6.450837155,3.54040718,3.682938908,4.857830997,3.483953358,3.502286396,1.721352375,4.047440302,3,9,7,10,12.052632,7.5,9.4,1,19,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1429,71.28125,24.375,52.28125,5.84375,16.3125,16.6875,22.6875,10.59375,26.625,14.46875,11.8125,4.84375,3.25,17.25,74,25,51.5,5,16,15.5,23.5,10,27,15,12,4.5,3,17,10.13214104,3.250310139,7.380158128,2.490101404,6.093028803,7.104916537,8.236180972,4.354155372,5.71218277,4.204332408,3.402442211,2.356998939,1.917659772,3.654427315,2,16,11,14,15.724138,8,10.333333,1,29,Y
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1268,79.5,28.65625,59.84375,5.75,15.03125,16.4375,23.53125,12.625,25.9375,17.34375,15.78125,7.53125,6.90625,18.21875,79.5,29,59.5,5,14,15,22.5,12,26,18,15.5,7,7,18,11.97308812,4.98131589,7.492402085,3.407770972,6.512936895,6.652370405,8.922549804,3.989906641,6.06384045,4.403879313,4.124938909,3.058403342,2.95514179,4.412112193,1,17,6,17,18.541667,6,8,0,24,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1424,71.90625,25.65625,55.6875,5.53125,16.6875,15.0625,21.84375,11.25,23.9375,15.53125,12.65625,8.125,3.78125,19.34375,71.5,25.5,56.5,6,16.5,16.5,22,11,25,16,12,8,3,19,10.92602508,4.994250695,6.114169199,2.805344899,4.14602412,4.825587011,6.867921592,4.280488407,4.798773385,4.063880043,3.67738834,3.471078651,2.732532525,3.729649045,4,12,8,12.5,15.25,7,8.625,0,24,Z
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1277,67.5,24.375,52.9375,4.96875,14.4375,13.78125,19.40625,11.28125,25.1875,13.09375,13.15625,8.0625,3.8125,16,67,24,54.5,4.5,14,13,20,10,25,12,12.5,8.5,3,16,8.643475979,3.367300105,7.246523097,2.13245844,4.087253968,5.672425495,7.070426225,4.081700871,4.200134403,3.946083248,3.742600166,3.397698486,2.455244591,3.360107588,2,16,6,10.5,12.75,4.5,5.75,0,24,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1397,81.666667,29.69697,59.969697,6.909091,19.090909,15.363636,20.030303,10.272727,26.909091,18.090909,11.181818,5.878788,5.272727,17.515152,82,29,60,7,20,13,18,11,27,17,11,5,5,18,11.14300978,4.544810557,6.38594574,2.268860287,5.34066728,7.75732789,9.043246264,3.607914217,3.851652502,4.804708836,3.512962994,2.595158569,2.26760777,4.213973896,4,17,7,13,16.107143,6,9.8,0,28,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1435,71.264706,23.352941,54.147059,9.911765,26.323529,14.647059,18.882353,8.205882,26.441176,12.970588,12.352941,4.117647,3.764706,16.617647,72,23,55,9.5,26.5,13.5,18.5,8,27,12,12.5,4,3,16,10.18706494,3.489224556,5.332191294,3.241470345,5.001336721,6.352677073,8.044439819,3.092311272,4.704550882,3.468344274,3.329230992,1.887192889,2.089784917,4.773758477,3,11,5,11,13.263158,7,9.733333,0,19,X
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1163,78.62069,27.965517,60.758621,5.137931,14.62069,17.551724,25.172414,15.689655,30.448276,17.413793,15.206897,6.172414,9.137931,15.827586,74,27,62,5,14,19,26,14,30,17,15,6,8,15,13.63140752,6.032547223,10.8813575,2.03055485,3.792980359,7.184239695,8.827995129,6.05984117,6.28823282,5.29499254,4.514890475,2.522314215,4.533400931,4.132354656,1,14,7,14,17.636364,5,6.285714,0,22,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1139,67,21.766667,49.766667,7.933333,22.5,15.533333,21.533333,9.966667,23.9,12.766667,12.566667,6,3.233333,17.866667,66.5,21.5,51.5,8,21,15.5,23,10,24,13,12,6,3,18,9.737945677,4.124638651,6.078131127,3.341828242,6.393692986,5.035962669,6.745283612,2.326508973,4.633833618,3.784572499,3.559187548,2.703764968,1.906130373,4.264798471,0,14,11,9,11.44,3,4.4,0,25,X
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1433,74.676471,26.941176,58.382353,5.794118,17.323529,15,21.205882,11.029412,25.617647,15.264706,12.529412,7.529412,3.941176,20.529412,74.5,27,58,6,17,14.5,21,11,26,15.5,12,7,3.5,20,11.03361419,4.792299239,5.731437516,2.727851902,4.058067767,4.075053497,5.18610856,4.115641262,3.61825925,4.653501907,4.567575396,3.202605814,1.774246319,3.847354806,4,15,7,11,13.153846,7,7.625,0,26,X
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1235,68.37931,25.241379,57.241379,3.689655,12.586207,14.206897,20.551724,11.758621,23.206897,14.241379,12.931034,9.482759,3.793103,16.689655,67,25,58,4,12,13,19,12,23,13,13,9,4,16,10.9264221,4.710589666,6.015783823,2.316145937,4.066564398,6.629906862,9.10488962,3.80465097,4.995564533,4.725728727,4.034945848,3.323301822,2.568758844,5.092736102,1,13,4,12,12.388889,8,9.090909,0,18,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1356,71.275862,26.310345,59.172414,5.965517,18.137931,12.689655,18.448276,13.206897,22.206897,14.103448,12.068966,10.275862,3.103448,19.37931,71,26,58,6,18,12,16,13,22,14,12,9,3,18,11.37320333,4.302021502,6.414653771,2.427267188,3.824023143,6.089237883,7.693161184,2.845790224,4.065352875,3.848421105,3.769530475,3.379523931,1.779743802,3.849061054,1,13,11,9,10.96,5.5,7.75,0,25,X
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1228,71.28125,26.34375,56.34375,6.84375,17.6875,11.75,16.125,10.21875,24.59375,16.59375,12.71875,5.5625,4.625,17.59375,71,27,56,6,17.5,12.5,16,9,24,17,13,5.5,5,17,10.71999753,4.883212672,7.14192243,2.591666259,4.043612988,6,7.644310564,3.91633783,4.361557635,3.892585002,3.164667597,2.939579732,2.043873528,4.442168727,2,14,3,12,14.842105,5,6.769231,0,19,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,1211,88.848485,32.181818,60.515152,7.787879,21.333333,16.69697,21.757576,9.545455,29.090909,18.212121,10.363636,7.545455,5.484848,16.060606,91,33,62,8,21,16,21,9,29,17,10,8,5,15,13.56263529,5.040179461,6.10901596,2.724398649,4.627814495,5.144686871,6.519347667,3.364250585,5.311330059,4.846116796,3.672687844,3.052569737,2.399494947,3.111866321,4,17,9,27,27.133333,13,9.666667,0,30,X
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1345,76.1875,26.78125,60,9.71875,26.6875,12.90625,17.625,12.21875,24.5625,14.4375,10.6875,6.5,4.03125,17.5,75.5,27,61,9,27.5,12,16.5,11,25,15,10,6.5,4,17,11.75951912,4.688588594,6.960719288,3.092492199,4.808846015,5.342220044,6.277198898,3.957307418,3.758324095,4.287547667,4.059536796,2.286002187,2.023799891,3.519530793,2,15,6,13,16.347826,6,8.444444,0,23,Z
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1433,71.692308,25.346154,56.153846,6.461538,19.615385,14.538462,19.115385,8.038462,23.384615,13.346154,14.115385,9.230769,5.384615,4.807692,68.5,25,55.5,6.5,19.5,15,20,7,23,12,14.5,9.5,5.5,0,10.185359,4.33536446,4.249162859,2.370329513,3.347559409,4.776867384,6.801922816,4.312593419,4.47282394,4.146731846,3.723728508,3.93250747,2.624148243,8.163426854,2,12,5,11,12.421053,9,9.428571,0,19,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,1112,81.212121,28.060606,58.242424,6.515152,17.030303,18.575758,25.69697,11.636364,28.606061,14.515152,12.818182,4.909091,4.787879,18.212121,82,27,59,6,17,18,25,11,28,15,12,5,5,18,10.91374583,4.278868075,8.392818001,3.202745073,5.725408544,6.810058296,9.40905431,4.442818475,4.582162372,4.556048288,3.940610232,2.626352414,2.420712292,3.822283087,3,17,5,14,17.44,3.5,4.125,0,25,Y
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1272,73.571429,24.75,58.642857,8.714286,24.214286,15.357143,23.214286,13.464286,25.142857,14.285714,12.928571,7.464286,5.107143,18.214286,73,24,59,9,23,15,24,13,25,14,12,6.5,5,18.5,10.22860396,3.718073964,7.237834137,3.148863922,6.494197641,4.075348574,4.939314224,3.976618161,5.700645051,4.327835371,3.799888551,3.060890067,2.726268512,5.272971932,0,15,6,13,12.666667,9,7.428571,0,21,Y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1332,75,27.121212,59.121212,7.363636,20.060606,13.393939,17.424242,10.30303,25.333333,13.939394,11.666667,5.636364,4.242424,18.515152,75,27,58,7,20,12,17,11,25,14,11,5,4,18,12.16809352,5.588814543,7.490650706,2.522624823,5.711498227,4.499579091,5.766445526,4.05805409,5.084699303,4.7692989,3.452052578,2.342783814,2.525251275,3.474201491,2,16,6,9,11.083333,9,14.777778,0,24,Z
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1400,77.344828,26.241379,57.172414,7.862069,20.482759,17,24.413793,13.448276,26.034483,13.37931,14.206897,6.068966,4.241379,17.551724,75,24,56,7,20,17,25,14,27,13,15,5,4,17,11.60749715,5.552703126,8.168182907,3.204061485,5.520226988,4.456135433,5.979233396,3.213656173,3.932308991,4.143961148,2.883194062,3.294270329,2.641092388,3.905913209,1,14,4,15,17.789474,10,9.6,0,19,X
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1382,77.90625,26.375,57.84375,7.75,19.46875,17.40625,23.09375,10.34375,25.21875,14.21875,11.46875,6.9375,3.59375,20.03125,75,26,60,7,19.5,17.5,23,10,26,14,11,6,3,19,11.39711161,4.20253376,7.06243754,3.311758143,5.797576649,6.529631613,8.333219066,3.882212385,5.122589872,4.061895124,3.11069301,3.482097069,2.13812371,3.847784297,3,13,9,8,11.44,10,9.285714,0,25,W
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1458,70.709677,25,58.741935,6.612903,21.129032,14.096774,19,7.903226,24.258065,11,8.419355,5.290323,2.806452,16.967742,70,24,58,6,22,14,18,7,24,11,8,5,3,18,9.011820182,2.98886818,5.372570707,2.333486876,4.039322839,4.346299921,5.615454835,3.645589527,4.074045778,3.214550202,2.061943986,1.883145507,1.778001687,2.726216793,3,12,9,5.5,8,8,9,0,24,Y
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,1257,76.34375,26.5625,59.375,8.03125,23.6875,15.1875,21.59375,14.46875,22.40625,15.5625,13.6875,7.78125,4.1875,20.125,77,27.5,60,7,24,13,18.5,14.5,23,15,13.5,7,4,20,12.11666241,4.317537377,6.723814171,2.558784672,6.731905228,8.101921315,9.67157252,5.136739141,4.599154053,5.266678555,3.392948128,2.926347211,2.17667246,5.416521947,1,15,4,14,16.6,8,9.666667,0,20,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,1140,81.84375,27.1875,59.0625,8.21875,21.375,19.25,25,11.9375,25.84375,16.25,11.5625,7.125,2.875,20.53125,81.5,27,58.5,7,21,18.5,27,11.5,25.5,16.5,11,7,3,21,8.991427362,3.52353842,6.734300706,3.386256635,4.598386782,6.748954512,7.607297023,2.928585495,4.465707111,4.384724165,3.222276369,2.848315818,2.136472794,4.007930638,3,12,8,13,14.73913,5,6,0,23,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1461,71.875,24.84375,54.59375,7.53125,22.8125,14.65625,20.21875,6.90625,26.0625,10.875,10.8125,3.78125,2.0625,15.28125,73,24.5,55,7,23,14,19.5,6.5,26,11,11,3,2,16,9.269269389,3.341907689,4.865012539,2.793822471,5.567402267,5.264668461,7.196479348,2.922210636,4.420899795,2.948482321,3.440156537,2.166227135,1.014014793,2.842470229,3,13,8,7.5,11.208333,7,8.875,0,24,W
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,1211,73.967742,24.935484,52.709677,6.387097,17,17.709677,24.774194,10.967742,26.16129,13.741935,13.354839,6.806452,3.290323,15.16129,73,24,53,7,16,17,21,11,27,14,13,7,4,16,7.129674467,4.032662396,7.015190874,2.764988427,4.946379181,7.156319096,9.069030378,3.381162226,4.648274088,3.623697421,4.15169351,3.439179699,1.716460603,3.445739108,3,16,6,12,15.36,7,8.333333,0,25,W
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1243,78.766667,27.9,62.866667,6.633333,20.466667,16.333333,23.5,16.166667,25,15.733333,15.166667,7.666667,3.633333,20.1,77,28,63,7,20.5,16,26,16,24.5,16.5,15,7.5,3.5,20,10.053935,3.315064856,6.500574667,2.385058909,4.288986127,7.260347375,8.91627725,4.55679361,5.258818498,4.025207945,3.733199968,2.495973758,1.884296951,5.060666458,2,14,3,16,20.684211,9,9,0,19,X
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1361,65.290323,23.677419,54.741935,6.032258,16.870968,11.903226,17.129032,8.16129,23.645161,11.774194,12.258065,7.483871,4.709677,17.387097,65,23,57,6,17,12,16,8,23,11,12,7,5,17,10.51092622,4.190362753,5.971977562,2.073384914,3.694517831,6.171735817,7.329128802,3.377343927,4.44633467,4.232490756,3.087261408,2.718712563,2.06871216,4.005641147,4,14,5,10,12.913043,5.5,7.625,0,23,Y
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1243,71.727273,24.757576,54,7.090909,19.666667,15.121212,21.939394,9.515152,23.242424,14.969697,13.060606,7.818182,3.787879,17.727273,70,25,53,7,21,15,21,10,22,15,12,8,4,18,11.08002911,5.08078675,7.262919523,2.155858762,3.109126405,5.37213626,6.954941553,3.308334324,4.228107615,4.096376814,3.381377234,2.530495801,2.011802177,3.668043757,4,11,5,13,13.35,6,8.384615,0,20,Z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,1160,70.852941,23.5,53.794118,5.205882,16.264706,18.647059,26.029412,11.588235,25.941176,11.529412,13.205882,6.029412,3.382353,16.588235,69,23,53,5,17,18,25.5,11.5,26,11,14,6,3,16,13.79532718,4.135947413,5.267277001,2.409317953,4.447054306,6.745963311,8.729904352,3.340455807,5.969321486,4.646505999,3.514294666,2.72458272,2.08914528,3.534399383,3,16,4,8,11.130435,13,14.272727,0,23,X
